id,product_url,color,size,width,brand_name_en,model_name,classification,purchaseCount,avgRating,qty,wishlistCount,market_price,lenskart_price
149291,https://www.lenskart.com/lenskart-blu-lb-e13533-c5-eyeglasses.html,Black,Wide,138 mm,Lenskart Blu,LB E13533,non_power_reading,15700,4.45,5336,1229,2000,2000
149976,https://www.lenskart.com/hooper-hp-e10089-c3-eyeglasses.html,Transparent,5-8 yrs,123 mm,Hooper,HP E10089,eyeframe,5523,5.0,34,41,1000,1000
200121,https://www.lenskart.com/aquacolor-dusky-brown-n-1-month-color-lenses2-lenses-plano.html,,,,Aquacolor,Aquacolor Dusky Brown Zero Power Monthly,contact_lens,3868,5.0,49986,8,900,499
200336,https://www.lenskart.com/hooper-hp-e10043m-c3-eyeglasses.html,Black,5-8 yrs,123 mm,Hooper Switch,HP E10043M,eyeframe,701,0.0,771,0,1500,1500
207968,https://www.lenskart.com/vincent-chase-vc-e15540-c1-eyeglasses.html,Black,Narrow,130 mm,Vincent Chase,VC E15540,eyeframe,2963,0.0,125,0,2000,2000
211014,https://www.lenskart.com/hooper-hp-s16086-c2-sunglasses.html,Purple,5-8 yrs,123 mm,Hooper,HP S16086,sunglasses,271,0.0,1202,0,1000,1000
211385,https://www.lenskart.com/lenskart-air-la-e16154-c2-eyeglasses.html,Black,Narrow,133 mm,Lenskart Air,LA E16154,eyeframe,758,0.0,1200,0,1700,1700
212359,https://www.lenskart.com/john-jacobs-jj-e16356-c1-eyeglasses.html,Black,Extra Wide,146 mm,John Jacobs,JJ E16356,eyeframe,522,0.0,497,0,5000,5000
213227,https://www.lenskart.com/vincent-chase-vc-s16533-c2-sunglasses.html,Gold,Medium,138 mm,Vincent Chase Polarized,VC S16533,sunglasses,195,5.0,1037,0,1500,1500
216710,https://www.lenskart.com/lenskart-la-e15417-n-c51-eyeglasses.html,Flamingo,Narrow,134 mm,Lenskart Hustlr,LA E15417-N,eyeframe,236,0.0,269,0,1700,1700
138334,https://www.lenskart.com/john-jacobs-jj-e13101-c1-eyeglasses.html,Gunmetal,Medium,135 mm,John Jacobs,JJ E13101,eyeframe,5502,4.6,821,1923,3500,3500
143689,https://www.lenskart.com/john-jacobs-jj-e13491-c3-eyeglasses.html,Blue,Medium,134 mm,John Jacobs,JJ E13491,eyeframe,3654,4.8,6,1336,3500,3500
146476,https://www.lenskart.com/john-jacobs-jj-e13747-c1-eyeglasses.html,Brown,Wide,138 mm,John Jacobs,JJ E13747,eyeframe,3655,4.5,420,1833,5000,5000
149139,https://www.lenskart.com/john-jacobs-jj-e14123-c3-c3-eyeglasses.html,Black,Medium,136 mm,John Jacobs Online,JJ E14123,eyeframe,4727,4.8,1158,242,3500,3500
149865,https://www.lenskart.com/hooper-hp-e10006m-c1-eyeglasses.html,Maroon,5-8 yrs,120 mm,Hooper,HP E10006M,eyeframe,7186,4.75,124,166,1000,1000
151008,https://www.lenskart.com/john-jacobs-jj-s14445-c2-sunglasses.html,Gold,Extra Wide,145 mm,John Jacobs,JJ S14445,sunglasses,6485,4.5,907,190,7000,7000
207653,https://www.lenskart.com/vincent-chase-vc-e15504-c3-eyeglasses.html,Black,Narrow,132 mm,Vincent Chase,VC E15504,eyeframe,1921,0.0,225,0,2000,2000
211958,https://www.lenskart.com/lenskart-air-la-e11482-xs-c3-eyeglasses.html,Blue,Extra Narrow,126 mm,Lenskart Air,LA E11482-XS,eyeframe,254,0.0,3263,0,1700,1700
131321,https://www.lenskart.com/vincent-chase-vc-s11744-c1-sunglasses.html,Black,Wide,141 mm,Vincent Chase Polarized,VC S11744,sunglasses,19202,4.5,101,7977,2000,2000
137003,https://www.lenskart.com/vincent-chase-vc-s12911-c2-sunglasses.html,Yellow,Medium,138 mm,Vincent Chase,VC S12911,sunglasses,13886,4.55,43,5354,1500,1500
143347,https://www.lenskart.com/john-jacobs-jj-e13464-c3-eyeglasses.html,Silver,Wide,139 mm,John Jacobs,JJ E13464,eyeframe,3881,4.7,71,1280,3500,3500
148318,https://www.lenskart.com/john-jacobs-jj-e12543xs-c3-eyeglasses.html,Grey,Extra Narrow,126 mm,John Jacobs,JJ E12543XS,eyeframe,3456,4.4,1184,232,3500,3500
149151,https://www.lenskart.com/john-jacobs-jj-e14128-c1-c1-eyeglasses.html,Gold,Medium,137 mm,John Jacobs Online,JJ E14128,eyeframe,5773,4.9,614,265,3500,3500
200339,https://www.lenskart.com/hooper-hp-e10043l-c3-eyeglasses.html,Blue,8-12 yrs,125 mm,Hooper Switch,HP E10043L,eyeframe,1145,0.0,460,0,1500,1500
206791,https://www.lenskart.com/john-jacobs-jj-e13595-c4-eyeglasses.html,Gunmetal Black,Medium,137 mm,John Jacobs,JJ E13595,eyeframe,605,4.8,2184,0,3500,3500
